"The recipe","Source file count","Source file changed count","Cumulative scanning time (ns)","99th percentile scanning time (ns)","Max scanning time (ns)","Cumulative edit time (ns)","99th percentile edit time (ns)","Max edit time (ns)"
"org.openrewrite.java.spring.data.JdbcTemplateQueryForLongMigration","7","4","0","0.0","0","7500","1340.0","1300"
"org.openrewrite.java.spring.data.MigrateAuditorAwareToOptional","7","4","0","0.0","0","21700","14328.0","14000"
"org.openrewrite.java.migrate.net.MigrateURLDecoderDecode","7","4","0","0.0","0","110700","40956.0","39400"
"org.openrewrite.java.migrate.util.OptionalNotPresentToIsEmpty","7","4","0","0.0","0","95100","36856.0","36600"
"org.openrewrite.java.spring.boot2.SpringBootMavenPluginMigrateAgentToAgents","7","4","0","0.0","0","1784000","604.0","1782800"
"org.openrewrite.xml.AddOrUpdateChildTag","7","4","0","0.0","0","60600","600.0","58300"
"org.openrewrite.java.migrate.javax.AddJaxbDependenciesWithRuntime","7","4","3900","0.0","2500","9200","1200.0","5200"
"org.openrewrite.java.migrate.sql.JavaSqlAPIs","7","4","1900","0.0","1300","4200","816.0","1200"
"org.openrewrite.java.spring.security5.UpgradeSpringSecurity_5_8","7","4","1200","0.0","900","4700","1328.0","1300"
"org.openrewrite.java.migrate.jakarta.JavaxInterceptorToJakartaInterceptor","7","4","2200","0.0","1300","4700","912.0","1800"
"org.openrewrite.java.springdoc.ReplaceSpringFoxDependencies","7","4","10900","0.0","5000","12700","592.0","10300"
"org.openrewrite.apache.httpclient5.UpgradeApacheHttpClientDependencies","7","4","17700","0.0","12300","10600","1144.0","1900"
"org.openrewrite.text.FindAndReplace","7","4","0","0.0","0","4480100","114684.0","1384400"
"org.openrewrite.java.migrate.javax.MigrateElementScanner6To9","7","4","2400","0.0","1000","3200","600.0","1100"
"org.openrewrite.openapi.swagger.ConvertApiResponseCodesToStrings","7","4","0","0.0","0","9100","4604.0","4500"
"org.openrewrite.RenameFile","7","4","0","0.0","0","43536300","2.3066624E7","22178800"
"org.openrewrite.java.spring.security5.UpgradeSpringSecurity_5_7","7","4","3400","0.0","1300","11900","912.0","3600"
"org.openrewrite.java.spring.security6.UpdateRequestCache","7","4","0","0.0","0","9400","5884.0","5800"
"org.openrewrite.java.flyway.MigrateToFlyway10","7","4","2000","0.0","1200","5600","824.0","2600"
"org.openrewrite.java.springdoc.SecurityContextToSecurityScheme","7","4","0","0.0","0","2340300","2359280.0","2277800"
"org.openrewrite.java.migrate.util.UseEnumSetOf","7","4","0","0.0","0","155700","94192.0","93800"
"org.openrewrite.java.migrate.javax.MigrateJaxBWSPlugin","7","4","3500","0.0","2100","8800","496.0","6300"
"org.openrewrite.java.migrate.jakarta.UpdateJakartaPlatform10","7","4","1500","0.0","900","8700","1712.0","3200"
"org.openrewrite.java.migrate.lang.MigrateCharacterIsJavaLetterOrDigitToIsJavaIdentifierPart","7","4","3500","0.0","2400","4900","688.0","2300"
"org.openrewrite.java.spring.framework.MigrateResponseStatusException","7","4","3000","0.0","1100","15400","2040.0","3500"
"org.openrewrite.java.spring.security6.ApplyToWithLambdaDsl","7","4","0","0.0","0","136200","131064.0","128900"
"org.openrewrite.java.spring.boot3.SpringBootProperties_3_4_EnabledToAccess","7","4","1400","0.0","600","3300","600.0","900"
"org.openrewrite.java.testing.junit5.UseMockitoExtension","7","4","4200","0.0","2500","8300","1200.0","4500"
"org.openrewrite.java.migrate.UpgradeToJava6","7","4","3600","0.0","2700","6100","2936.0","2900"
"org.openrewrite.java.migrate.UpgradeToJava7","7","4","4200","0.0","2800","6600","3568.0","3500"
"org.openrewrite.java.spring.security5.UpdatePbkdf2PasswordEncoder","7","4","0","0.0","0","26400","22524.0","22300"
"org.openrewrite.java.migrate.UpgradeToJava8","7","4","4900","0.0","3500","3700","816.0","1100"
"org.openrewrite.java.testing.mockito.ReplacePowerMockito","7","4","9200","0.0","4200","14500","2296.0","6400"
"org.openrewrite.maven.ChangeManagedDependencyGroupIdAndArtifactId","7","4","0","0.0","0","303300","100.0","117900"
"org.openrewrite.config.DeclarativeRecipe$PreconditionBellwether","7","4","0","0.0","0","12221200","950268.0","1338800"
"org.openrewrite.java.spring.security5.WebSecurityConfigurerAdapter","7","4","0","0.0","0","6058215700","6.17401548E9","6058198800"
"org.openrewrite.java.migrate.jakarta.FacesManagedBeansRemoved","7","4","1300","0.0","1100","3400","1008.0","1000"
"org.openrewrite.java.migrate.jakarta.RemovedStateManagerMethods","7","4","2100","0.0","1000","10200","3184.0","3100"
"org.openrewrite.java.migrate.ReplaceComSunAWTUtilitiesMethods","7","4","0","0.0","0","179300","114684.0","111300"
"org.openrewrite.java.migrate.jakarta.ServletCookieBehaviorChangeRFC6265","7","4","2200","0.0","1000","3200","920.0","900"
"org.openrewrite.apache.httpclient5.AddTimeUnitArgument","7","4","0","0.0","0","2084800","114684.0","125500"
"org.openrewrite.java.spring.boot2.ReplaceDeprecatedEnvironmentTestUtils","7","4","0","0.0","0","7700","3964.0","3900"
"org.openrewrite.java.testing.junit5.TimeoutRuleToClassAnnotation","7","4","0","0.0","0","7200","3704.0","3700"
"org.openrewrite.java.migrate.UpdateSdkMan","7","4","0","0.0","0","659600","50944.0","86200"
"org.openrewrite.hibernate.MigrateBooleanMappings","7","4","0","0.0","0","64300","11772.0","11700"
"org.openrewrite.java.migrate.net.MigrateURLEncoderEncode","7","4","0","0.0","0","30100","11260.0","11100"
"org.openrewrite.java.migrate.concurrent.MigrateAtomicReferenceWeakCompareAndSetToWeakCompareAndSetPlain","7","4","1700","0.0","1000","6000","592.0","2500"
"org.openrewrite.java.migrate.jakarta.UpdateFileupload2Dependencies","7","4","2300","0.0","1200","2400","408.0","800"
"org.openrewrite.java.spring.boot2.SpringBoot2JUnit4to5Migration","7","4","3600","0.0","1900","8200","1200.0","4700"
"org.openrewrite.java.migrate.lang.StringFormatted","7","4","0","0.0","0","80900","43004.0","42400"
"org.openrewrite.java.spring.kafka.KafkaOperationsSendReturnType","7","4","0","0.0","0","26900","8700.0","14700"
"org.openrewrite.java.testing.junit5.GradleUseJunitJupiter","7","4","0","0.0","0","3200","600.0","1200"
"org.openrewrite.java.migrate.jakarta.UpdateBeanManagerMethods","7","4","0","0.0","0","107800","77312.0","76500"
"org.openrewrite.java.migrate.jakarta.JavaxToJakartaCdiExtensions","7","4","1700","0.0","800","4700","688.0","2300"
"org.openrewrite.hibernate.ReplaceLazyCollectionAnnotation","7","4","0","0.0","0","45100","9724.0","9300"
"org.openrewrite.java.migrate.jakarta.JavaxXmlBindMigrationToJakartaXmlBind","7","4","2500","0.0","1700","4500","1016.0","1100"
"org.openrewrite.java.migrate.BeansXmlNamespace","7","4","0","0.0","0","26600","204.0","25700"
"org.openrewrite.java.migrate.jakarta.JakartaFacesXhtmlEE9","7","4","3100","0.0","1200","11100","1852.0","2900"
"org.openrewrite.hibernate.TypeDescriptorToType","7","4","7200","0.0","2400","18800","1340.0","2900"
"org.openrewrite.java.migrate.jakarta.JavaxEjbToJakartaEjb","7","4","2300","0.0","1700","4100","920.0","1300"
"org.openrewrite.openapi.swagger.MigrateApiToTag","7","4","0","0.0","0","6300","1916.0","1900"
"org.openrewrite.java.testing.testcontainers.GetHostMigration","7","4","0","0.0","0","21700","100.0","21600"
"org.openrewrite.java.migrate.ChangeDefaultKeyStore","7","4","0","0.0","0","80700","29692.0","29500"
"org.openrewrite.java.spring.cloud2025.SpringCloudGatewayProxyWebMvcProperties","7","4","190600","0.0","157400","2300","508.0","500"
"org.openrewrite.java.migrate.RemovedFileIOFinalizeMethods","7","4","2000","0.0","1100","7300","696.0","4500"
"org.openrewrite.java.spring.boot2.MigrateLoggingSystemPropertyConstants","7","4","0","0.0","0","10600","3320.0","4100"
"org.openrewrite.java.testing.junit5.RemoveObsoleteRunners","7","4","0","0.0","0","20400","4860.0","4800"
"org.openrewrite.java.spring.boot3.UpgradeMyBatisToSpringBoot_3_0","7","4","2700","0.0","1100","5900","696.0","800"
"org.openrewrite.java.spring.boot3.UpgradeMyBatisToSpringBoot_3_2","7","4","800","0.0","200","6500","688.0","3700"
"org.openrewrite.java.migrate.jakarta.JavaxValidationMigrationToJakartaValidation","7","4","2100","0.0","1200","6500","1720.0","2600"
"org.openrewrite.java.spring.boot3.RemoveSolrAutoConfigurationExclude","7","4","0","0.0","0","1503500","1507324.0","1479800"
"org.openrewrite.java.migrate.logging.MigrateLoggerLogrbToUseResourceBundle","7","4","0","0.0","0","4400","1852.0","1800"
"org.openrewrite.java.migrate.jakarta.Faces2xMigrationToJakartaFaces3x","7","4","3400","0.0","1200","28900","1520.0","20500"
"org.openrewrite.java.testing.junit5.EnclosedToNested","7","4","0","0.0","0","5600","2428.0","2400"
"org.openrewrite.java.spring.framework.MigrateResourceHttpMessageWriterAddHeadersMethod","7","4","0","0.0","0","3800","1212.0","1200"
"org.openrewrite.maven.UpgradeDependencyVersion","7","4","117900","0.0","87100","139500","9600.0","111100"
"org.openrewrite.java.spring.cloud2022.DependencyUpgrades","7","4","2100","0.0","1100","4100","504.0","2100"
"org.openrewrite.java.spring.boot2.MigrateErrorPropertiesIncludeStackTraceConstants","7","4","0","0.0","0","10000","5104.0","4900"
"org.openrewrite.java.spring.batch.ListenerSupportClassToInterface","7","4","2500","0.0","1900","5400","1520.0","1600"
"org.openrewrite.java.spring.boot3.RemoveEnableBatchProcessing","7","4","0","0.0","0","34100","27640.0","27300"
"org.openrewrite.java.spring.boot2.MigrateHttpMessageConvertersPackageName","7","4","3500","0.0","2100","3500","696.0","1300"
"org.openrewrite.java.RemoveAnnotationAttribute","7","4","0","0.0","0","43100","5884.0","5700"
"org.openrewrite.java.migrate.CastArraysAsListToList","7","4","0","0.0","0","6200","3580.0","3500"
"org.openrewrite.java.spring.boot2.MigrateHsqlEmbeddedDatabaseConnection","7","4","0","0.0","0","6100","1660.0","2300"
"org.openrewrite.hibernate.AddScalarPreferStandardBasicTypes","7","4","0","0.0","0","31100","5884.0","5700"
"org.openrewrite.java.spring.boot2.MigrateMultipartConfigFactory","7","4","0","0.0","0","18700","13308.0","12900"
"org.openrewrite.java.spring.boot2.RestTemplateBuilderRequestFactory","7","4","0","0.0","0","23200","17404.0","17300"
"org.openrewrite.apache.httpclient4.MappingDeprecatedClasses","7","4","31700","0.0","26300","8000","824.0","800"
"org.openrewrite.java.spring.security5.UseNewRequestMatchers","7","4","0","0.0","0","3432683900","3.48966092E9","3432677100"
"org.openrewrite.java.migrate.jakarta.JavaxResourceToJakartaResource","7","4","1900","0.0","1000","5900","824.0","3400"
"org.openrewrite.apache.httpclient5.InputBufferReadAddOffsetAndLengthArguments","7","4","0","0.0","0","8500","1660.0","1600"
"org.openrewrite.java.migrate.javax.JavaxXmlStreamAPIs","7","4","2200","0.0","1000","2700","408.0","1100"
"org.openrewrite.java.migrate.RemovedToolProviderConstructor","7","4","2000","0.0","1100","7100","1328.0","2000"
"org.openrewrite.java.migrate.RemovedRuntimeTraceMethods","7","4","2400","0.0","1400","13000","2544.0","5000"
"org.openrewrite.java.migrate.lang.MigrateRuntimeVersionMinorToInterim","7","4","2800","0.0","1200","3000","296.0","1500"
"org.openrewrite.java.spring.CommentOutSpringPropertyKey","7","4","0","0.0","0","4421200","22524.0","748100"
"org.openrewrite.java.migrate.jakarta.JakartaEE10","7","4","7200","0.0","3000","5300","688.0","2100"
"org.openrewrite.java.migrate.DeprecatedLogRecordThreadID","7","4","2700","0.0","1100","10500","1136.0","6700"
"org.openrewrite.java.migrate.jakarta.JakartaFacesXhtmlEE10","7","4","3500","0.0","1500","3200","688.0","700"
"org.openrewrite.java.migrate.jakarta.JavaxBeansXmlToJakartaBeansXml","7","4","4100","0.0","1300","9900","1328.0","5300"
"org.openrewrite.apache.httpclient5.CredentialsStoreClear","7","4","3700","0.0","1200","10000","1656.0","1600"
"org.openrewrite.java.migrate.jakarta.JakartaWebFragmentXml6","7","4","2500","0.0","1200","2600","408.0","900"
"org.openrewrite.apache.httpclient5.UpgradeApacheHttpClient_5_ClassMapping","7","4","3600","0.0","1000","14000","1328.0","2900"
"org.openrewrite.java.migrate.net.JavaNetAPIs","7","4","2900","0.0","1800","18800","4576.0","7500"
"org.openrewrite.java.migrate.javax.AddJaxwsRuntime","7","4","0","0.0","0","1100","100.0","700"
"org.openrewrite.java.migrate.AddLombokMapstructBinding","7","4","9400","0.0","2600","7600","912.0","4300"
"org.openrewrite.openapi.swagger.MigrateApiParamDefaultValue","7","4","0","0.0","0","10400","7932.0","7700"
"org.openrewrite.java.spring.boot2.MigrateHibernateConstraintsToJavax","7","4","2800","0.0","2200","6000","1904.0","1900"
"org.openrewrite.java.springdoc.UpgradeSpringDoc_2_5","7","4","7000","0.0","3200","7400","824.0","800"
"org.openrewrite.java.springdoc.UpgradeSpringDoc_2_6","7","4","2200","0.0","300","6800","1144.0","1100"
"org.openrewrite.java.testing.mockito.Mockito1to4Migration","7","4","6700","0.0","2100","7200","600.0","2300"
"org.openrewrite.java.springdoc.UpgradeSpringDoc_2_2","7","4","7400","0.0","3400","13100","924.0","1700"
"org.openrewrite.java.spring.boot2.MaybeAddJavaxValidationApi","7","4","14400","0.0","11700","3300","824.0","1100"
"org.openrewrite.java.spring.framework.BeanMethodReturnNull","7","4","0","0.0","0","1958000","1966064.0","1947300"
"org.openrewrite.java.testing.junit5.AddMissingNested","7","4","0","0.0","0","17600","8696.0","8700"
"org.openrewrite.java.migrate.javaee8.ServletIsRequestedSessionIdFromURL","7","4","5800","0.0","5000","8300","600.0","5900"
"org.openrewrite.staticanalysis.BigDecimalRoundingConstantsToEnums","7","4","0","0.0","0","27200","18416.0","17900"
"org.openrewrite.java.migrate.jakarta.UpdateAddAnnotatedTypes","7","4","0","0.0","0","103700","73216.0","71900"
"org.openrewrite.java.ReplaceAnnotation","7","4","0","0.0","0","223400","147452.0","145200"
"org.openrewrite.java.spring.cloud2025.SpringCloudGatewayProperties","7","4","1200","0.0","300","2400","600.0","600"
"org.openrewrite.java.springdoc.UpgradeSpringDoc_2_8","7","4","1000","0.0","300","5800","3064.0","3000"
"org.openrewrite.java.ChangePackage","7","4","0","0.0","0","11524300","63456.0","1218100"
"org.openrewrite.staticanalysis.InstanceOfPatternMatch","7","4","0","0.0","0","555000","294908.0","290000"
"org.openrewrite.java.migrate.jakarta.JakartaFacesTagLibraryXml4","7","4","1600","0.0","1100","2500","504.0","600"
"org.openrewrite.java.spring.boot2.MigrateToWebServerFactoryCustomizer","7","4","5700","0.0","3200","9800","696.0","7100"
"org.openrewrite.java.spring.boot2.SamlRelyingPartyPropertyApplicationPropertiesMove","7","4","0","0.0","0","22200","20476.0","20200"
"org.openrewrite.apache.commons.lang.UpgradeApacheCommonsLang_2_3","7","4","36100","0.0","31700","10000","1392.0","5500"
"org.openrewrite.java.migrate.RemovedPolicy","7","4","6200","0.0","4000","8000","992.0","3500"
"org.openrewrite.java.spring.cloud2022.UpgradeSpringCloud_2022","7","4","2100","0.0","1000","9700","1840.0","5200"
"org.openrewrite.java.migrate.UseJavaUtilBase64","7","4","0","0.0","0","25700","18428.0","17700"
"org.openrewrite.java.migrate.javax.MigrateAbstractElementVisitor6To9","7","4","2200","0.0","1100","4000","600.0","1300"
"org.openrewrite.java.spring.cloud2023.DependencyUpgrades","7","4","600","0.0","200","8400","1136.0","5000"
"org.openrewrite.java.testing.junit5.UpdateTestAnnotation","7","4","0","0.0","0","355900","294908.0","288900"
"org.openrewrite.java.dependencies.AddDependency","7","4","80548700","0.0","54002600","3418900","44928.0","197700"
"org.openrewrite.java.testing.junit5.MigrateJUnitTestCase","7","4","0","0.0","0","15100","7420.0","7400"
"org.openrewrite.java.spring.ChangeSpringPropertyKey","7","4","0","0.0","0","22451400","40956.0","1311000"
"org.openrewrite.maven.AddPlugin","7","4","0","0.0","0","1600","204.0","1100"
"org.openrewrite.java.spring.framework.UpgradeSpringFramework_6_0","7","4","4700","0.0","1300","21400","2928.0","3600"
"org.openrewrite.java.spring.framework.UpgradeSpringFramework_6_1","7","4","4000","0.0","1300","8400","696.0","4100"
"org.openrewrite.java.spring.framework.UpgradeSpringFramework_6_2","7","4","2200","0.0","1000","2800","600.0","800"
"org.openrewrite.java.spring.boot2.MigrateUndertowServletWebServerFactorySetEagerInitFilters","7","4","2100","0.0","1300","3400","496.0","1400"
"org.openrewrite.java.migrate.DeprecatedJavaxSecurityCert","7","4","2700","0.0","1500","10500","1712.0","4900"
"org.openrewrite.java.testing.junit5.AddHamcrestJUnitDependency","7","4","247300","0.0","133400","28000","2624.0","16400"
"org.openrewrite.jenkins.UpgradeJavaVersion","7","4","216500","0.0","139400","556400","13248.0","389800"
"org.openrewrite.java.springdoc.MigrateSpringdocCommon","7","4","5300","0.0","3000","12100","2672.0","6300"
"org.openrewrite.java.spring.data.MigrateQueryToNativeQuery","7","4","0","0.0","0","9600","4344.0","4100"
"org.openrewrite.java.flyway.AddFlywayModulePostgreSQL","7","4","2100","0.0","700","2300","504.0","600"
"org.openrewrite.apache.httpclient5.UpgradeApacheHttpCore_5_NioUtilMapping","7","4","5200","0.0","1300","15900","4592.0","4500"
"org.openrewrite.java.migrate.jakarta.UpdateAnnotationAttributeJavaxToJakarta","7","4","0","0.0","0","338300","126972.0","126500"
"org.openrewrite.java.testing.hamcrest.AddHamcrestIfUsed","7","4","3800","0.0","2100","9000","1136.0","5200"
"org.openrewrite.micrometer.UpgradeMicrometer_1_13","7","4","3000","0.0","1700","9000","4600.0","4400"
"org.openrewrite.java.migrate.lang.MigrateClassLoaderDefineClass","7","4","0","0.0","0","272600","188412.0","180900"
"org.openrewrite.java.spring.boot3.ReplaceRestTemplateBuilderRequestFactoryMethod","7","4","0","0.0","0","5100","2300.0","2300"
"org.openrewrite.java.migrate.jakarta.JavaxEEApiToJakarta","7","4","1900","0.0","1000","6900","912.0","3200"
"org.openrewrite.java.migrate.jakarta.UpdateRestLet2_6","7","4","3900","0.0","1700","6400","816.0","3300"
"org.openrewrite.java.migrate.javax.AddCommonAnnotationsDependencies","7","4","2700","0.0","1400","5000","496.0","2900"
"org.openrewrite.maven.UseMavenCompilerPluginReleaseConfiguration","7","4","0","0.0","0","213300","412.0","93800"
"org.openrewrite.java.migrate.concurrent.MigrateAtomicLongWeakCompareAndSetToWeakCompareAndSetPlain","7","4","2400","0.0","1200","4700","600.0","2400"
"org.openrewrite.apache.commons.lang.WordUtilsToCommonsText","7","4","5700","0.0","3300","8100","600.0","5500"
"org.openrewrite.java.migrate.javax.MigrateXMLOutputFactoryNewInstanceToNewFactory","7","4","1900","0.0","1200","4400","1016.0","1200"
"org.openrewrite.java.spring.security5.UpdateArgon2PasswordEncoder","7","4","0","0.0","0","6900","2044.0","2800"
"org.openrewrite.java.migrate.javax.MigrateSimpleTypeVisitor6To9","7","4","3200","0.0","1700","3600","592.0","900"
"org.openrewrite.openapi.swagger.UseJakartaSwaggerArtifacts","7","4","49500","0.0","42600","11600","604.0","700"
"org.openrewrite.java.spring.framework.MigrateUtf8MediaTypes","7","4","0","0.0","0","31600","4604.0","4500"
"org.openrewrite.java.migrate.lang.MigrateCharacterIsJavaLetterToIsJavaIdentifierStart","7","4","3700","0.0","2700","4600","600.0","2500"
"org.openrewrite.openapi.swagger.MigrateApiOperationToOperation","7","4","3400","0.0","1700","8300","600.0","6200"
"org.openrewrite.java.spring.boot3.DowngradeServletApiWhenUsingJetty","7","4","0","0.0","0","232300","1020.0","230100"
"org.openrewrite.java.spring.doc.RemoveBeanValidatorPluginsConfiguration","7","4","0","0.0","0","9500","3964.0","3900"
"org.openrewrite.java.spring.security6.RemoveFilterSecurityInterceptorOncePerRequest","7","4","0","0.0","0","356500","262140.0","256300"
"org.openrewrite.java.testing.mockito.MockitoWhenOnStaticToMockStatic","7","4","0","0.0","0","12000","4604.0","4400"
"org.openrewrite.java.migrate.logging.MigrateLogRecordSetMillisToSetInstant","7","4","0","0.0","0","27200","11260.0","10800"
"org.openrewrite.java.spring.cloud2023.UpgradeSpringCloud_2023","7","4","3100","0.0","2000","6400","1208.0","1400"
"org.openrewrite.java.testing.testcontainers.ExplicitContainerImage","7","4","0","0.0","0","11600","100.0","1100"
"org.openrewrite.java.spring.security6.PropagateAuthenticationServiceExceptions","7","4","0","0.0","0","9200","4604.0","4600"
